t_dat,customer_id,article_id,price,sales_channel_id
2018-09-20,00796ce0bc561897e7047a7b059867aa6424f63ec597e1fbb3a195e48d5f452b,659550001,0.0593050847457627,2
2018-09-20,0091c0e943c92167ea78f6ac180636be4098b06c1a066cac6f064eab9dc76d3c,677341001,0.0804915254237288,2
2018-09-20,00a64e86897e28b304195ad497bc63234a3ab00a5eb247930ff59398d765f04a,675139003,0.0169322033898305,1
2018-09-20,00ff637ac0fc881ed8b09088ed68218924f87f4100842dbdaf2d26c138fcbf2e,654423001,0.021593220338983,1
2018-09-20,00ff637ac0fc881ed8b09088ed68218924f87f4100842dbdaf2d26c138fcbf2e,677967003,0.0254067796610169,1
2018-09-20,015d779989111f5158d089a639b42390cd864f2001b1ed2f24ad78fd37704271,626054001,0.0593050847457627,1
2018-09-20,01624a723db9eb160f1ce8148eea035963527b2ddca1816d5cd79b94bd16bd92,547367007,0.0101525423728813,2
2018-09-20,022b4a549932e91686ed9cf3ffbacc2422343f5bc050127db1b23f6a3e5bf020,555470006,0.0067627118644067,2
2018-09-20,022b4a549932e91686ed9cf3ffbacc2422343f5bc050127db1b23f6a3e5bf020,667697001,0.0135423728813559,2
2018-09-20,022b4a549932e91686ed9cf3ffbacc2422343f5bc050127db1b23f6a3e5bf020,354246011,0.0054067796610169,2
2018-09-20,022b4a549932e91686ed9cf3ffbacc2422343f5bc050127db1b23f6a3e5bf020,564929005,0.0121864406779661,2
2018-09-20,022b4a549932e91686ed9cf3ffbacc2422343f5bc050127db1b23f6a3e5bf020,418545001,0.0081186440677966,2
2018-09-20,022b4a549932e91686ed9cf3ffbacc2422343f5bc050127db1b23f6a3e5bf020,583448003,0.0081186440677966,2
2018-09-20,022b4a549932e91686ed9cf3ffbacc2422343f5bc050127db1b23f6a3e5bf020,418545036,0.0081186440677966,2
2018-09-20,022b4a549932e91686ed9cf3ffbacc2422343f5bc050127db1b23f6a3e5bf020,672054002,0.0135423728813559,2
2018-09-20,022b4a549932e91686ed9cf3ffbacc2422343f5bc050127db1b23f6a3e5bf020,453239044,0.0176440677966101,2
2018-09-20,022b4a549932e91686ed9cf3ffbacc2422343f5bc050127db1b23f6a3e5bf020,667697002,0.0135423728813559,2
2018-09-20,023807eac529e635ef40b48d61685876c7487d129eb2384e3c335d8f66116874,524825006,0.0237118644067796,2
2018-09-20,023807eac529e635ef40b48d61685876c7487d129eb2384e3c335d8f66116874,524825006,0.0237118644067796,2
2018-09-20,02e0910945216963833093e0e56712e7362b01b7ef0cd4b375f857542b085020,316657008,0.0525254237288135,2
2018-09-20,02e0910945216963833093e0e56712e7362b01b7ef0cd4b375f857542b085020,679059001,0.0135423728813559,2
2018-09-20,02e0910945216963833093e0e56712e7362b01b7ef0cd4b375f857542b085020,684238002,0.0254067796610169,2
2018-09-20,02e0910945216963833093e0e56712e7362b01b7ef0cd4b375f857542b085020,680912011,0.0169322033898305,2
2018-09-20,02e0910945216963833093e0e56712e7362b01b7ef0cd4b375f857542b085020,555364003,0.0237118644067796,2
2018-09-20,02e0910945216963833093e0e56712e7362b01b7ef0cd4b375f857542b085020,635957003,0.0423559322033898,2
2018-09-20,02e0910945216963833093e0e56712e7362b01b7ef0cd4b375f857542b085020,571650001,0.0381186440677966,2
2018-09-20,02e0910945216963833093e0e56712e7362b01b7ef0cd4b375f857542b085020,640556001,0.0423559322033898,2
2018-09-20,02e0910945216963833093e0e56712e7362b01b7ef0cd4b375f857542b085020,662628001,0.0254067796610169,2
2018-09-20,03392e608ea301ba185fbc96db65586ac9b7cddb17314ac38dea3f47a66ad448,622295001,0.0355762711864406,2
2018-09-20,03392e608ea301ba185fbc96db65586ac9b7cddb17314ac38dea3f47a66ad448,622295001,0.0355762711864406,2
